,title,price_VND,location,area_m2,number_of_bedrooms
799,"Bán Lavita Garden 69m2 2PN Giá HĐ 1,9 Tỷ TPBank",2550000000,Thủ Đức,69.0,2
800,"Khu nhà ở quân đội, 76m2 p7, gò vấp TP Hồ chí Minh",3000000000,Gò Vấp,76.0,2
801,"Căn hộ Masteri Thảo Điền Q2, 3PN, 92m2 căn góc",5930000000,2,92.0,3
802,Căn hộ cao cấp Empice và Masteri Thảo Điền,10000000000,2,90.0,2
803,"Căn hộ Sunwah Pearl, căn sân vườn hiếm 160m2 3PN",1450000000,Bình Thạnh,160.0,3
804,Cần bán căn hộ Vinhomes Grand Park 1tỷ250,1250000000,9,30.0,1
805,"CĂN HỘ NGUYỄN VĂN LINH CÓ SÂN TENIS,HỒ BƠI OLYMPIC",2846735000000000,Bình Chánh,69.0,2
806,Bán CC 312 Lạc Long Quân 2PN 2WC 67m2 2.5tỷ Q11,2500000000,11,67.0,2
807,"HÀNG GIẢM GIÁ - căn hộ Him Lam Phú An 2PN, 70m2",2400000000,9,70.0,2
808,CĂN HỘ CHUNG CƯ BASON 2PN 64m2 ở Gò Vấp,1600000000,Gò Vấp,64.0,2
809,Căn hộ Alnata 3PN giá tốt mùa dịch chỉ 5ty211,5211000000,Tân Phú,104.0,3
810,Căn Hộ Đẳng Cấp Sky 89 An Gia 64.5m² 2PN,2846366000000000,7,64.5,2
811,Chính chủ bán Green Town Bình Tân 68m2 giá 1.7 tỷ,1700000000,Bình Tân,68.0,2
812,Sang Lỗ Căn Hộ 2PN 59M2 VHGP Q9 tặng NT Bếp Rèm,1470000000,9,59.0,2
813,Green Town Bình Tân bán 49-51-53-63-68-72m2 giá re,1550000000,Bình Tân,52.7,2
814,Penthouse Vin Grand Park căn góc 95m² view LM81,4322000000,9,95.0,2
815,"Bán căn 71.89m2 block B3 Green Town, giá 1.95 tỷ",1950000000,Bình Tân,71.89,2
816,CHẠM ƯỚC MƠ SỞ HỮU TỔ ẤM LÝ TƯỞNG CỦA CÁC GIA ĐÌNH,2100000000,Bình Chánh,59.0,2
817,Chỉ cần 800tr sở hữu ngay căn hộ cao cấp quận 2,800000000,2,58.3,2
818,"Bán CH 3PN, full NT đẹp, DT 80m2, giá 6 tỉ bao phí",6000000000,2,76.96,3
819,Bán gấp căn hộ Dream Home Riverside 56m2 giá rẻ,1500000000,8,56.0,2
820,Chung cư DreamHome Palace 80.43m2 3PN view hồ bơi,2000000000,8,80.43,3
821,chính chủ kẹt tiền bán căn góc 69m2 VHGP,2750000000,9,69.0,2
822,Bán gấp căn 2pn1wc 47m2 VHGP TT 600tr ở ngay,1790000000,9,47.0,2
823,"Chốt nhanh căn 2PN Garden Gate, đầy đủ nội thất",4250000000,Phú Nhuận,74.0,2
824,85m2 Diamond Alnata Plus - view Đông bắc,5050000000,Tân Phú,85.0,2
825,"Căn hộ 69m2 viva riverside,quận 6",3450000000,6,69.0,2
826,"GIÁ TỐT: Giảm giá mạnh căn 1-3PN, chỉ từ 1,535 tỷ",1535000000,12,56.0,2
827,"Bán Shophouse 139m2 Q7 Boulevard, tặng 2 chỉ SJC",8299000000,7,139.0,1
828,"Tổng hợp TOPAZ HOME 2PN giá tốt từ 1,3 tỷ",1300000000,12,53.0,2
829,CC Hoàng Anh An Tiến ( Gold House ) 110m2 3PN,2550000000,Nhà Bè,110.0,3
830,Chung cư An Hòa 90m² 3 PN- SHR- giá tốt. An Phú-Q2,3450000000,2,90.0,3
831,Kẹt Tiền Bán 2PN-1wc The Gold View,3400000000,4,65.0,2
832,Bán căn hộ 2PN ở ngay mặt tiền Nguyễn Lương Bằng,3200000000,7,69.0,2
833,BÁN CĂN 𝐕𝐇𝐆𝐏 TẦNG 𝐂𝐀𝐎 𝟔𝟎𝐌² GIÁ 𝟐.𝟒𝐓,2400000000,9,60.0,2
834,Bán Gắp Goldview 92m2 giá siêu Hót,4400000000,4,92.0,2
835,"Bán Gấp Duplex 3pn 127m2, View Mát Hướng Đông",4850000000,Tân Phú,127.0,3
836,"Bán căn 4PN VIP Vinhomes CP, 155m2 , 15.89ty",1589000000,Bình Thạnh,155.0,4
837,Chung cư Sen Hồng 1PN block C tầng 15 view nhìn TP,1180000000,Thủ Đức,38.0,1
838,"BÁN GẤP CHUNG CƯ PHA GIÁ RẺ:2TỶ9,3PN 129M2",2900000000,Nhà Bè,129.0,3
839,Chung cư Moonlight Residences 67m² 2 PN,3300000000,Thủ Đức,67.0,2
840,Chung cư Glenwood Maison (Q2 Thảo điền) 72m² 2 PN,7500000000,2,72.0,2
841,Cần bán gấp căn hộ SAIGON Mia khu Trung Sơn,2700000000,Bình Chánh,50.17,1
842,"Mua nhà Sài Gòn 2PN+2WC, chỉ 689 triệu nhận nhà.",689000000,Bình Chánh,59.0,2
843,"Bán căn hộ quận 8, 2PN - 62m2, ngay KDC hiện hữu",1500000000,8,62.0,2
844,BÁN PENTHOUSE CĂN 141 m2 giá 3 tỷ 6 giá tôt,3550000000,8,141.0,3
845,Chủ nhà  Carillon 7 78m² 2PN 2wc h.nam công viên,2900000000,Tân Phú,78.0,2
846,Căn hộ thông minh 2PN giá mềm ngay TTHC Quận 12,1800000000,12,79.0,2
847,Căn hộ xanh 2PN Lumiere gần trạm metro An Phú Q2.,1992000000,2,74.0,2
848,Căn hộ TRONG MƠ cho cả gia đình 3PN 113m2,4407000000,Bình Chánh,113.0,3
849,SHOP HOUSE TẠI DIAMOND RIVERSIDE (CITY GATE) 2,7500000000,8,167.0,3
850,Dự án Masteri Central Ponit Q.9 Vinhomes GrandPark,3300000000,9,52.0,2
851,"Chung Cư Dream Home Luxury, 64m2. 2PN, Hỗ trợ Vay",2050000000,Gò Vấp,64.0,2
852,"Chung Cư Tân Phú RichStar 65m² 2PN "" Full """,3000000000,Tân Phú,65.0,2
853,400 TRIỆU CÓ MUA ĐƯỢC NHÀ VINHOMES?,1230000000,9,30.1,1
854,CĂN HỘ THỦ ĐỨC - PROSPER PHỐ ĐÔNG - TÔ NGỌC VÂN,2300000000,Thủ Đức,53.0,2
855,Căn hộ 2PN cao cấp trung tâm Bình Chánh,2301000000,Bình Chánh,59.0,2
856,"🌹 CC Richstar bán gấp căn 3PN 2WC, Full Nội Thất",3450000000,Tân Phú,84.0,3
857,Chính chủ Carillon 7 67m² 2PN- .hướng Bắc mặt tiền,2600000000,Tân Phú,67.0,2
858,"Chung Cư Giá Tốt, Có Sổ Hồng, 55.9m2, Gò Vấp",1500000000,Gò Vấp,55.9,1
859,MASTERI CENTRE POIN KO CÓ TIỀN VẪN MUA ĐƯỢC NHÀ.,756000000,9,71.0,2
860,Căn góc view công viên 2PN - $ 2 tỷ 2 TL Chính chủ,2200000000,Nhà Bè,85.0,2
861,Chung cư 45m2 Thủ Đức - Thành phố Thủ Đức,1250000000,Thủ Đức,45.0,1
862,Chung cư Sky 9 50m² 2PN,1700000000,9,50.0,2
863,Chung cư Saigon Homes Bình Tân 2PN 1.8 tỷ Bao Phí,1800000000,Bình Tân,66.0,2
864,"Giá cực tốt mùa dịch Q7 Boulevard 2PN,ở được ngay",2850000000,7,70.0,2
865,Chung cư Quận Bình Thạnh 52m² 2PN,2400000000,Bình Thạnh,52.0,1
866,"CĂN HỘ KHANG GIA 76.7m2 ĐƯỜNG SỐ 45, P14, GÒ VẤP",1680000000,Gò Vấp,76.7,2
867,Chung cư The Eastern 112m² 3 PN,2750000000,9,112.0,3
868,"Bán Căn 2PN 2WC, 82m2, 2.3 tỷ. CHCC Sacomreal 584",2300000000,Tân Phú,82.0,2
869,Chung cư Scenic Valley 101m² 3 PN,5100000000,7,101.0,3
870,Conic Riverside 72m² 2PN + 2WC Quận 8 Giá TỐt,1960000000,8,73.0,2
871,Bán Căn Hộ Picity High Park Q 12 Cao Cấp Khu Tây,2400000000,12,57.0,2
872,Bán 2PN 2WC Full Nội Thất Giá: 2.850tỷ Richstar 🍀,2850000000,Tân Phú,65.4,2
873,"Chung cư Picity Hight Park, Q.12, 65m² 2PN.",2350000000,12,65.0,2
874,Chung cư Carillon 7 105m² 3PN giá bán nhanh,3900000000,Tân Phú,105.0,3
875,Chung cư Masteri Thảo Điền 65m² 2 PN View Landmark,4120000000,2,65.0,2
876,💥 HÀNG HIẾM ĐÀO TRÍ CĂN GÓC 3 PN GÍA ƯU ĐÃI,3650000000,7,97.2,3
877,Bán Căn Hộ Ngọc Đông Dương 2PN 2WC Giá 1.85 tỷ,1800000000,Tân Phú,64.0,2
878,"Căn hộ 2 PN 62m2 Dreamhome Palace, Q.8",2150000000,8,62.0,2
879,CẦN BÁN NHÀ Q2 ĐƯỜNG CAO ĐỨC LÂN,3200000000,2,80.0,3
880,Bán căn hộ quận 7 - 2PN nhận nhà mới keng,2590000000,7,70.58,2
881,"Celadon City căn 71m² nhà mới, full nội thất 💣",3400000000,Tân Phú,71.0,2
882,Carillon 7 88m² 3PN căn số 1 - h.bắc .tầng cao,3200000000,Tân Phú,88.0,3
883,Chung cư Âu Cơ Tower 89m² 3PN cố sổ hồng,2700000000,Tân Phú,89.0,3
884,"SGGW BÁN NHANH CH 3PN RỘNG 90M2 NHÀ THOÁNG MÁT,",2100000000,9,90.0,3
885,Chung cư Fortuna Kim Hồng 75m²/2PN Có sổ hồng,2150000000,Tân Phú,75.0,2
886,"CĂN HỘ CENTANA 3PN, 2WC, NỘI THẤT CƠ BẢN, 88m2",3500000000,2,88.0,3
887,Chính chủ bán Căn hộ cao cấp Quận 7 giá rẻ,4000000000,7,66.0,2
888,CH Khang Phú 2PN 2WC có sổ hồng. Giá bán 2.3 tỷ,2300000000,Tân Phú,75.0,2
889,MUA RICHMOND CITY? 2PN CHỈ 3.4TỶ VIEW LANDMARK Ạ,3400000000,Bình Thạnh,68.0,2
890,Sunrise City View 2pn 1wc tầng cao có nội thất,3070000000,7,53.0,2
891,Giá căn hộ 2PN +1WC của  dự án PICITY HIGH PARK,2100000000,12,57.0,2
892,"Bán gấp: Căn 64m2, NTCB giá chỉ: 3.05tỷ CC Emearld",3050000000,Tân Phú,64.0,2
893,Chính chủ cần bán căn hộ CC Citihome Tầng cao,2100000000,2,72.32,2
894,CH Dream Home quận 8 giá tốt tặng nội thất cao cấp,1500000000,8,56.0,2
895,Orchard Park View tháp 1 2PN tầng cao view Tây Bắc,5500000000,Phú Nhuận,83.0,2
896,"Căn góc 83m2 Hoàng Kim sổ hồng sẵn, full nội thất",2600000000,Bình Tân,83.0,3
897,CĂN HỘ CHƯƠNG DƯƠNG HOME,1250000000,Thủ Đức,45.0,1
898,Sở hữu nhà tháp 3 cánh độc nhất Sài Gòn,1050000000,Bình Chánh,85.0,3
899,Bán CH Quang Thái 2PN 2WC. Nhà có sổ hồng.,1950000000,Tân Phú,63.0,2
900,Căn hộ Bình Chánh sở hữu chỉ từ 660 triệu(30%),2200000000,Bình Chánh,59.0,2
901,Chung cư Quận 8 61.75m² 2PN,1730000000,8,61.75,2
902,Căn góc A25 Lavita Charm 69m² 2PN (chính Chủ),3200000000,Thủ Đức,69.0,2
903,𝐒𝐇𝐎𝐏𝐇𝐎𝐔𝐒𝐄 Q7 BOULEVARD - Chiết khấu 10%,7000000000,7,109.0,2
904,"Bán căn hộ Central Premium 73m2 giá rẻ 3,3tỷ",3300000000,8,73.0,2
905,"Cc SunriseRiverside 70m² 2 PN,có sẵn hđ thuê...",3400000000,Nhà Bè,70.0,2
906,BÁN GẤP 3PN SAIGON PEARL 135M2 DECOR CHÂU ÂU,7400000000,Bình Thạnh,135.0,3
907,"CĂN HỘ VINHOMES, 2PN, NỘI THẤT ĐẸP, CÓ SỔ HỒNG",5350000000,Bình Thạnh,80.0,2
908,Dự án LAVITA CHARM,3000000000,Thủ Đức,67.0,3
909,CC An Tiến căn góc như hình 2.6 tỷ đầy đủ nội thât,2600000000,Nhà Bè,121.0,3
910,"Căn hộ 74m2 Blue Sapphire 29 Bình Phú. Giá 2,25 tỷ",2250000000,6,74.0,2
911,Bán căn hộ Central Premium giá rẻ 3 tỷ/2PN,3000000000,8,58.0,2
912,"3PN tại Sky Center 3PN=96m2=4,12 tỷ, 129m2=5tỷ28,",6000000000,Tân Bình,129.0,3
913,"Bán gấp CH Sunrise Riverside 83m² 3PN 2WC 3,4 tỷ",3400000000,Nhà Bè,83.0,3
914,Can hô 2PN Lux Garden view pháo hoa,2250000000,7,62.9,2
915,"Bán căn hộ Galaxy 9 , 68m2 2PN Full Nội Thất 3Tỷ6",3600000000,4,68.0,2
916,CĂN HỘ THÁP MEKONG WESTGATE,35000000,Bình Chánh,1.0,2
917,Chung cư The Park Residence 84m² 2PN,2200000000,Nhà Bè,84.0,2
918,Chung cư Carillon 7 Quận Tân Phú 71m² 2PN,2750000000,Tân Phú,71.0,2
919,Chung cư cao cấp đẹp Botanica Premier 105m² 3PN,6330000000,Tân Bình,105.0,3
920,Bán rẻ căn 2PN 46.7m2 Vinhomes GP TT794tr ở ngay,1690000000,9,59.0,2
921,"Bán CH Jamila Khang Điền 2-3PN 2,75 tỷ (bao hết)",2750000000,9,75.0,2
922,Chung cư Carillon 5 70m² 2 PN 2 WC,2650000000,Tân Phú,70.0,2
923,Officetel Central Premium 27m² 1 PN giá 1ty6 full,59000000,8,27.0,1
924,Sang phiếu giá CDTCăn góc 2pn Masteri Center Point,470000000,9,73.0,2
925,Bán lỗ căn 2PN 59.4m2 tại Vinhomes Quận 9 nhận nha,1899000000,9,59.4,2
926,Chung cư West Gate Park 59m² 2PN,10000000,Bình Chánh,59.0,2
927,"Chung cư Carillon 5, DT70m² 2 PN Full nội thất đẹp",2700000000,Tân Phú,70.0,2
928,Rổ hàng chuyển nhượng T7/2021 Lavida Plus Quận 7,3800000000,7,96.0,3
929,Mình cần mua c/c Sunview Town giá tốt!,1600000000,Thủ Đức,56.0,2
930,Sang lỗ căn 2PN Vinhomes Quận 9 59.4m2 ở ngay,1996000000,9,59.4,2
931,Bán căn hộ 40m² chung cư An Hòa 1.Trần Trọng Cung,1500000000,7,40.0,1
932,Bán Chung cư Anh Tuấn Apartment 65m² 2 PN,1200000000,Nhà Bè,67.0,2
933,Chính chủ bán 3 căn 1PN 1WC The Botanica tầng 16.,3150000000,Tân Bình,55.0,1
934,"Chung cư The Gold View 70m² 2 PN,Lầu 9.",3500000000,4,67.0,2
935,"Lý giải mua nhà 0 Đồng, vay 100%, tư vấn tận tình",2900000000,9,74.0,2
936,Sang lỗ căn hộ VHGP 47m2 2PN1WC nhận nhà ở ngay,1699000000,9,47.0,2
937,"BÁN GẤP CH SUNVIEW TOWN NHÀ MỚI ĐẸP, FULL NT.",1850000000,Thủ Đức,58.0,2
938,Chung cư dream home palace 62m2 2PN,1700000000,8,62.0,2
939,Bán CH Saigonhomes View Hồ Bơi 1PN 48m2 - Mới 100%,1490000000,Bình Tân,48.0,1
940,Kẹt tiền bán gấp căn 2PN-2WC full nội thất gỗ,1900000000,8,62.0,2
941,Căn hộ thông minh Chung cư Lovera Vista 65m² 2PN,2090000000,Bình Chánh,65.0,2
942,Căn hộ 121m2 Akari 3PN giá 3.85 tỷ,3850000000,Bình Tân,100.0,3
943,chính chủ bán Full NT 1.6 tỷ lầu thấp block C,1600000000,Thủ Đức,50.0,2
944,CH Conic 2PN  72m2_ View đẹp 7 Triệu Full Nội Thất,7000000,Bình Chánh,72.0,2
945,Bán LỖ do covid 2 căn Terra Royal 58m² 2PN,4500000000,2,58.0,2
946,Chung cư Vinhomes Grand Park (Vincity Quận 9) 47m²,1870000000,9,47.0,1
947,Nhà hẻm 65m2 khu dân cư,1200000000,Nhà Bè,65.0,2
948,"Kẹt Tiền mùa Dịch, Bán Shophouse và căn hộ Q7, Q8",16907894000000000,7,246.0,2
949,Nhà đẹp tầm nhìn triệu đô 96m2 Diamond Brilliant,5100000000,Tân Phú,96.0,2
950,Căn hộ Akari City 75m² mặt tiền Võ Văn Kiệt,2600000000,Bình Tân,75.0,2
951,Bán căn hộ 56m2 CC Mizuki full nội thất,2450000000,Bình Chánh,56.0,2
952,Giỏ hàng Căn hộ Him Lam Nam Khánh 2.6 tỷ Gía tốt,2600000000,8,83.0,2
953,BÁN CĂN HỘ 2PN FULL NỘI THẤT THE SUN AVENUE QUẬN 2,4250000000,2,76.0,2
954,Căn hộ Akari City Nam Long 56m 2PN,2185000000,Bình Tân,56.0,2
955,Chung cư Căn hộ Cityland Parkhill Gò Vấp 83.6m²,3800000000,Gò Vấp,83.6,2
956,Bán căn hộ An Phú lầu 5 đẹp mới 87m2 giá chính chủ,2900000000,6,87.0,2
957,Sang lỗ căn 2PN Vinhomes quận 9 view sông,2150000000,9,59.0,2
958,Chung cư Akari City 56m² 2 PN giá tốt  tháng 6,2110000000,Bình Tân,56.0,2
959,"Bán căn hộ Sadora Q.2, 120m² 3PN, giá 9.05 tỷ",9050000000,2,120.0,3
960,15 phòng trọ gần Chợ hiệp thành giá 750tr,750000000,12,225.0,7
961,Căn hộ Akari City 2PN-2WC view đông thoáng mát,2650000000,Bình Tân,75.0,2
962,Chính chủ sang căn hộ 2PN 47m2 tại Vinhomes quận 9,1288000000,9,47.0,1
963,Chung cư Mizuki Park 50m² 2 PN đầy đủ nội thất,1650000000,Bình Chánh,50.0,2
964,"Nhà đẹp,chill,chỉ 2.75tỉ sát Q1,view đẹp,full NT",2750000000,Bình Thạnh,68.0,2
965,CHÍNH CHỦ GỬI BÁN CĂN FULL NT CAO CẤP- TUYỆT ĐẸP,4300000000,2,75.0,2
966,"Căn hộ lướt sóng siêu lợi nhuận,Mua ở giá cực tốt",340000000,Bình Thạnh,65.0,2
967,Masteri Centre Point Quận 9 Tp Thủ Đức mở bán,50000000,9,71.0,2
968,Chỉ TT 15% sở hữu ngay King Crown Infinity Thủ Đức,6700000000,Thủ Đức,80.0,2
969,"Bán CH Sky 3 Phú Mỹ Hưng Q.7 ,2PN,2WC giá 2.550 tỷ",255000000,7,70.0,2
970,CHUYỂN NHƯỢNG CĂN 2PN 88.8m2 DIAMOND ALNATA,4320000000,Tân Phú,88.8,2
971,Chung cư Flora Anh Đào 55m² 2PN đã có sổ hồng,1775000000,9,55.0,2
972,"NỢ NGÂN HÀNG, Bán căn 3pn, 85m2, giá 5.1 tỷ, HDMB",5100000000,Phú Nhuận,85.0,3
973,Cần bán căn hộ 3PN 119m2 Diamond Alnata,5750000000,Tân Phú,119.0,3
974,"Bán gấp Officetel 35m² chỉ 1,15 tỷ tại cc D-Vela",1150000000,7,35.0,1
975,Căn hộ 3PN full nội thất cao cấp Sunrise CityView,5295000000,7,105.0,3
976,CHUYỂN NHƯỢNG CĂN 3PN DIAMOND ALNATA GIÁ TỐT,5750000000,Tân Phú,119.0,3
977,"Căn hộ Penthouse Pearl Plaza, View sông SG",1250000000,Bình Thạnh,172.0,3
978,"Chung cư Mizuki Park 56m² 2 PN, hướng đông, mp3",2265000000,Bình Chánh,56.0,2
979,Căn 2PN+1WC 66m2 L9 C.Cư Ngô Tất Tố P19 B.Thạnh,2750000000,Bình Thạnh,66.0,2
980,Cần bán gấp căn hộ Mizuki 56m2 full sổ giá 2.2 tỷ,2200000000,Bình Chánh,56.0,2
981,"Cơ hội cuối cùng để đầu tư BIỆT THỰ, SHOPHOUSE Q9",4600000000,9,25.0,1
982,BÁN CĂN HỘ KHU SÂN BAY VIEW ĐÔNG MỚI 100% SIÊU ĐẸP,4150000000,Tân Bình,70.0,2
983,CHỈ 750TR NHẬN CĂN HỘ TRUNG TÂM QUẬN 12 CHUẨN 4*,2500000000,12,65.0,2
984,Căn hộ Flora Kikyo 2PN view đông thoáng mát,1920000000,9,54.0,2
985,Bán căn hộ Saigon Riverside Complex Q7 53m² 2PN,1820000000,7,53.0,2
986,Chung cư Võ Đình Apartment 60m² 2PN,1700000000,12,60.0,2
987,Bán căn góc Rivera Park Sài Gòn 78m² 2PN,4590000000,10,78.0,2
988,Chung cư Quận Thủ Đức - Thành phố Thủ Đức 68m² 2PN,3000000000,Thủ Đức,68.0,2
989,"Bán căn hộ  blue saphia p10,q6 ,80m2 , 2pn,2wc",2500000000,6,80.0,2
990,Chung cư Viva Riverside Quận 6-DT 71.6m² 2PN NTCB,3350000000,6,71.6,2
991,"Bán CH 75m2 giá 1,780 tỷ Full nội thất - ĐÃ CÓ SỔ",1780000000,Nhà Bè,72.0,2
992,Căn hộ Akari City 75m² Ban Công Hướng Tây,2620000000,Bình Tân,75.0,2
993,"Bán gấp căn 2PN - 2WC Richstar full NT, 2,6 tỷ",2600000000,Tân Phú,65.0,2
994,BÁN 2PN GIÁ GỐC LOVERA VISTA -giỏ hàng giá tốt,2035000000,Bình Chánh,65.0,2
995,VỚI 870 TRIỆU SỞ HỮU CĂN HỘ RESORT CHUẨN 5 SAO,2925000000,12,65.0,2
996,"căn hộ IDICO Tân Phú: 67m2/2PN + 2WC ,có nội thất",1800000000,Tân Phú,67.0,2
997,PICITY HIGH PART KIỆT TÁC KIẾN TRÚC HOÀN MỸ,1900000000,12,49.0,1
998,CH sổ hồng Prosper Plaza full NT DT65m2 giá 2.25,2250000000,12,65.0,2
999,Căn hộ Kikyo Residence 56m2 giáp Q2,1930000000,9,56.0,2
1000,CĂN HỘ CC WIEW SÔNG SÀI GÒN CỰC ĐẸP,3200000000,7,83.0,3
1001,Chung cư trung tâm Huyện Bình Chánh 59m² 2PN,2300000000,Bình Chánh,59.0,2
1002,Chung cư Saigon Riverside Complex Q7 67m² 2PN,2230000000,7,67.0,2
1003,Căn mới cần bán gấp,1720000000,12,68.0,2
1004,Officetel & 3PN Central Premium Q8 nhận nhà ở ngay,1400000000,8,26.0,1
1005,"Bán gấp căn 53m2 view Quận 1, Q2 giá 2.88 tỷ",2880000000,7,54.0,2
1006,Mua nhà 0đ với dự án Vinhomes Quận 9,3000000000,9,67.0,2
1007,Cần tiền bán nhanh Duplex 127m2 3Pn Emerald,4700000000,Tân Phú,127.0,3
1008,"Căn 75m2, 1.650 tỷ, bao thuế phí, hướng ĐB mát mẻ",1650000000,Nhà Bè,75.0,2
1009,Căn hộ Chung cư Quận 9 Thành phố Thủ Đức 59m² 2 PN,2000000000,9,59.0,2
1010,"Bán Căn Kingdom 101 _ Hạng sang 2 Phòng ngủ , 2wc",5000000000,10,78.0,2
1011,Chỉ Cần Thanh Toán 600 Triệu Sở Hữu Vị Trí 5 MT,1900000000,Bình Chánh,69.0,2
1012,BÁN CĂN GỐC LAVITA CHARM 2PN-2WC HƯỚNG LANDMARK,2600000000,Thủ Đức,67.0,2
1013,Căn hộ cao cấp cạnh công viên Garden Gate 75m² 2PN,4300000000,Phú Nhuận,75.0,2
1014,Căn hộ Ehome S Mizuki 50m² nhà đẹp y hình,1630000000,Bình Chánh,50.0,2
1015,Cần bán gấp căn hộ 2pn Vista Verde quận 2 giá tốt,5500000000,2,90.0,2
1016,ĐỘC NHẤT CĂN ĐẸP PRECIA THỤ HƯỞNG TOÀN BỘ TIỆN ÍCH,5974000000,2,101.0,3
1017,Căn Hộ 78m2 2 Phòng Ngủ Giá 900 Triệu.,2600000000,12,78.0,2
1018,Rổ hàng CDT - Officetel + 3PN - Nhận nhà ở ngay,1651000000,8,32.0,1
1019,West Gate Mở Bán GĐ1 40 Căn Shophouse Giá Siêu Tốt,100000000,Bình Chánh,50.0,1
1020,"Căn hộ Mizuki giai đoạn 2 block Mp6,7,8, vay ls 0%",2600000000,Bình Chánh,58.0,2
1021,[BÁN GẤP] Chung cư Quận Bình Tân 56m² 2PN,1570000000,Bình Tân,56.0,2
1022,BÁN CĂN HỘ 2PN FULL NỘI THẤT THE SUN AVENUE QUẬN 2,4000000000,2,76.0,2
1023,Chung cư The Botanica 73m² 2PN căn góc thoáng mát,4000000000,Tân Bình,73.0,2
1024,"Chung cư Âu Cơ Town , DT 80m² 3PN/2WC có sổ hồng",2450000000,Tân Phú,80.0,3
1025,"căn góc 72m2 cc starlight q.6 full nội that 2,3tỷ",2300000000,6,72.0,2
1026,(Bán gấp) Căn hộ chung cư Conic Reverside mới,2100000000,8,64.0,2
1027,Căn hộ Akari City 75m² 2PN 2WC view nội khu hồ bơi,2730000000,Bình Tân,75.0,2
1028,Còn 2 căn hộ  chỉ 252tr 48m2 cuối nguyễn văn bứa,252000000,Hóc Môn,48.0,1
1029,Nhà 1 trệt 2 lầu sau chợ Bình Chánh 700m,1800000000,Bình Chánh,90.0,3
1030,Cần bán căn hộ Lovera Vista giá tốt,1750000000,Bình Chánh,54.0,1
1031,Chung cư Tây Thạnh 58m² 2 PN,1600000000,Tân Phú,58.0,2
1032,THANH TOÁN TRƯỚC 1TỈ NHẬN NGAY CĂN 2PN CENTUM WEAT,1000000000,9,68.0,2
1033,GIÁ CỰC NÓNG MÙA DỊCH,1690000000,2,59.0,2
1034,Căn hộ 3PN full nội thất như hình,5300000000,7,99.0,3
1035,Chung Cư giá 300tr MT Nơ Trang Long - B.Thạnh,300000000,Bình Thạnh,34.0,1
1036,XU HƯỚNG SỐNG XANH KHU TÂY SÀI GÒN 😍,1900000000,12,50.0,2
1037,Chung cư Lavida Plus Q7 75m² 2PN bao thuế phí,2800000000,7,75.0,2
1038,Chính chủ cần bán gấp cc City Gate 2 mùa dịch,2950000000,8,86.0,3
1039,"Căn Hộ Góc 92m2 3PN Giá chỉ 2,58 tỷ Chủ Kẹt Tiền",2580000000,8,92.0,3
1040,Căn hộ Mizuki Park 72m² 2PN có bancon view hồ bơi,2780000000,Bình Chánh,72.0,2
1041,Chung cư Tây Thạnh 45m² 1 PN lầu 2,1350000000,Tân Phú,45.0,1
1042,Chung cư Samland Giai Việt 150m² 3PN full NT 4.5tỷ,4500000000,8,150.0,3
1043,Siêu rẻ căn hộ Eco Xuân Block cuối giá 27 triệu/m2,540000000,Thủ Đức,69.0,2
1044,"75m2 giá bao thuế phí 2.716 tỷ, tầng trung",2716000000,Bình Tân,75.0,2
1045,Chung cư Richmond city 86m² 3PN có Nội Thất,4900000000,Bình Thạnh,86.0,3
1046,Căn hộ mini giá rẻ trung tâm quận 3,1500000000,2,35.0,1
1047,"3PN 85m2 Dragon 1A Chưa bàn giao, Giá Tốt sang Gấp",2152000000,8,85.0,3
1048,Chung cư Masteri Thảo Điền 145m² 4 PN,8100000000,2,145.0,4
1049,Jamila 2PN đã có sổ full nội thất giá tốt 2.7 tỷ,2700000000,9,70.0,2
1050,Căn góc Mizuki Park 2PN-2WC thoáng mát ở liền,2450000000,Bình Chánh,67.0,2
1051,"sang nhượng CH prosper căn gốc 65m2, giá  2.2 tỷ",2200000000,12,65.0,2
1052,CĂN HỘ TIỆN ÍCH ĐẲNG CẤP NHẤT KHU TÂY SÀI GÒN,2000000000,Bình Chánh,83.0,3
1053,TÔI BÁN CĂN LAVITA GARDEN 2PN=2.3TỶ GỌI EM NHÉ,2300000000,Thủ Đức,68.0,2
1054,"BÁN GẤP CH SUNVIEW VIEW ĐẸP,GIÁ THẬT 100%, CÓ SHR.",1600000000,Thủ Đức,58.0,2
1055,"Căn GÓC 3PN Botanica Premier 96m2, view thoáng",5150000000,Tân Bình,96.0,3
1056,"LAVITA GARDEN 2.3TỶ, 68M2, 2PN, 2WC MỚI BÀN GIAO",2300000000,Thủ Đức,68.0,2
1057,TỔNG HỢP CÁC CĂN 2PN-1WC TẠI LAVITA GARDEN CẦN BÁN,2300000000,Thủ Đức,65.0,2
1058,Chính chủ Bán Căn Hộ 4S Riverside Bình Triệu 73m²,2830000000,Thủ Đức,73.0,2
1059,Chung cư Dream Home Palace 61.75m² 2PN,1700000000,8,61.75,2
1060,MÌNH BÁN CH RICHMOND 3PN- RỘNG RÃI DESIGHT ĐẸP,4400000000,Bình Thạnh,86.0,3
1061,"kẹt tiền bán nhanh đất ruộng, đang lên thổ cư,",2800000000,Hóc Môn,888.0,2
